Gene	KEGG_pathwayID	Annotation
V1067936	map00650	Butanoate metabolism
V1066646	map02030	Bacterial chemotaxis
V1393635	map04626	Plant-pathogen interaction
V1421438	map05010	Alzheimer's disease
V1200593	map02010	ABC transporters
V1235967	map02040	Flagellar assembly
V1067558	map05010	Alzheimer's disease
V1436641	map00650	Butanoate metabolism
V1067114	map00450	Selenocompound metabolism
V1066640	map04626	Plant-pathogen interaction
V1584490	map04626	Plant-pathogen interaction
V1013092	map00650	Butanoate metabolism
V1088211	map04626	Plant-pathogen interaction
V1145548	map03010	Ribosome
V1067559	map00710	Carbon fixation in photosynthetic organisms
V1337358	map04621	NOD-like receptor signaling pathway
V1362787	map03010	Ribosome
V1557734	map03018	RNA degradation
V1357153	map04626	Plant-pathogen interaction
V1036256	map02010	ABC transporters
V1065536	map04930	Type II diabetes mellitus
V1036351	map02010	ABC transporters
V1066925	map02010	ABC transporters
V1037518	map03010	Ribosome
V1066648	map03020	RNA polymerase
V1067955	map03010	Ribosome
V1294607	map04626	Plant-pathogen interaction
V1066664	map02040	Flagellar assembly
V1273194	map04626	Plant-pathogen interaction
V1067450	map03010	Ribosome
V1582926	map04626	Plant-pathogen interaction
V1560688	map00190	Oxidative phosphorylation
V1190192	map02030	Bacterial chemotaxis
V1065446	map03010	Ribosome
V1067441	map00903	Limonene and pinene degradation
V1341867	map03010	Ribosome
V1068288	map00650	Butanoate metabolism
V1065438	map05152	Tuberculosis
V1066655	map02040	Flagellar assembly
V1069093	map00903	Limonene and pinene degradation
V1067043	map02010	ABC transporters
V1154539	map05010	Alzheimer's disease
V1436794	map02030	Bacterial chemotaxis
V1201556	map03020	RNA polymerase
V1145082	map04973	Carbohydrate digestion and absorption
V1884207	map02010	ABC transporters
V1013090	map00710	Carbon fixation in photosynthetic organisms
V1065581	map03010	Ribosome
V1065580	map03020	RNA polymerase
V1237635	map04626	Plant-pathogen interaction
V1067061	map00970	Aminoacyl-tRNA biosynthesis
V1067099	map00680	Methane metabolism
V1394389	map02030	Bacterial chemotaxis
V1066649	map03010	Ribosome
V1190195	map04626	Plant-pathogen interaction
V1229971	map03010	Ribosome
V1036259	map00500	Starch and sucrose metabolism
V1594831	map04626	Plant-pathogen interaction
V1235913	map00195	Photosynthesis
V1553939	map03010	Ribosome
V1050217	map00860	Porphyrin and chlorophyll metabolism
V1067579	map02040	Flagellar assembly
V1420994	map04626	Plant-pathogen interaction
V1066613	map02060	Phosphotransferase system (PTS)
V1038361	map04626	Plant-pathogen interaction
V1065938	map03440	Homologous recombination
V1066642	map03010	Ribosome
V1464364	map05010	Alzheimer's disease
V1067088	map00710	Carbon fixation in photosynthetic organisms
V1368901	map02030	Bacterial chemotaxis
V1065923	map00195	Photosynthesis
V1203298	map02010	ABC transporters
V1266177	map02010	ABC transporters
V1190266	map02040	Flagellar assembly
V1366716	map04626	Plant-pathogen interaction
V1008929	map05010	Alzheimer's disease
