Gene	KEGG_module_number	Annotation
V1000639	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1431607	M00178	Ribosome, bacteria
V1000534	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1000943	M00179	Ribosome, archaea
V1000546	M00197	Putative fructooligosaccharide transport system
V1000886	M00207	Putative multiple sugar transport system
V1073967	M00179	Ribosome, archaea
V1000487	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1000642	M00346	Formaldehyde assimilation, serine pathway
V1000080	M00178	Ribosome, bacteria
V1000004	M00183	RNA polymerase, bacteria
V1000545	M00197	Putative fructooligosaccharide transport system
V1430275	M00164	ATP synthase
V1000305	M00346	Formaldehyde assimilation, serine pathway
V1000116	M00002	Glycolysis, core module involving three-carbon compounds
V1000944	M00179	Ribosome, archaea
V1000836	M00178	Ribosome, bacteria
V1912442	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1195882	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1006727	M00178	Ribosome, bacteria
V1439186	M00178	Ribosome, bacteria
V1519450	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1852039	M00183	RNA polymerase, bacteria
V1000845	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1093074	M00197	Putative fructooligosaccharide transport system
V1306539	M00179	Ribosome, archaea
V1000640	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1000630	M00335	Sec (secretion) system
V1886558	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1000144	M00179	Ribosome, archaea
V1491685	M00346	Formaldehyde assimilation, serine pathway
V1836804	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1164548	M00183	RNA polymerase, bacteria
V1000040	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1001368	M00276	PTS system, mannose-specific II component
V1392006	M00178	Ribosome, bacteria
V1576144	M00335	Sec (secretion) system
V1043485	M00179	Ribosome, archaea
V1000001	M00179	Ribosome, archaea
V1880077	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000841	M00164	ATP synthase
V1000023	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1144133	M00197	Putative fructooligosaccharide transport system
V1006020	M00179	Ribosome, archaea
V1000326	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1553618	M00335	Sec (secretion) system
V1000021	M00179	Ribosome, archaea
V1464170	M00164	ATP synthase
V1000003	M00178	Ribosome, bacteria
V1573648	M00178	Ribosome, bacteria
V1491714	M00178	Ribosome, bacteria
V1000018	M00179	Ribosome, archaea
