Gene	KEGG_module_number	Annotation
V1000639	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1000546	M00197	Putative fructooligosaccharide transport system
V1000534	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1000487	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1000545	M00197	Putative fructooligosaccharide transport system
V1093074	M00197	Putative fructooligosaccharide transport system
V1000004	M00183	RNA polymerase, bacteria
V1000886	M00207	Putative multiple sugar transport system
V1000116	M00002	Glycolysis, core module involving three-carbon compounds
V1430275	M00164	ATP synthase
V1000943	M00179	Ribosome, archaea
V1431607	M00178	Ribosome, bacteria
V1000640	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1195882	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1000305	M00346	Formaldehyde assimilation, serine pathway
V1164548	M00183	RNA polymerase, bacteria
V1001368	M00276	PTS system, mannose-specific II component
V1912442	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1836804	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1033881	M00346	Formaldehyde assimilation, serine pathway
V1000944	M00179	Ribosome, archaea
V1491685	M00346	Formaldehyde assimilation, serine pathway
V1000845	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1576144	M00335	Sec (secretion) system
V1073967	M00179	Ribosome, archaea
V1306539	M00179	Ribosome, archaea
V1000040	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1464170	M00164	ATP synthase
V1000547	M00197	Putative fructooligosaccharide transport system
V1043485	M00179	Ribosome, archaea
V1000080	M00178	Ribosome, bacteria
V1000841	M00164	ATP synthase
V1574099	M00276	PTS system, mannose-specific II component
V1519450	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1000003	M00178	Ribosome, bacteria
V1439186	M00178	Ribosome, bacteria
V1006020	M00179	Ribosome, archaea
V1852039	M00183	RNA polymerase, bacteria
V1144133	M00197	Putative fructooligosaccharide transport system
V1000018	M00179	Ribosome, archaea
V1430573	M00197	Putative fructooligosaccharide transport system
V1158426	M00276	PTS system, mannose-specific II component
V1042355	M00276	PTS system, mannose-specific II component
V1000017	M00178	Ribosome, bacteria
V1886558	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1880077	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1356383	M00197	Putative fructooligosaccharide transport system
V1592992	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1491714	M00178	Ribosome, bacteria
V1000840	M00164	ATP synthase
V1006727	M00178	Ribosome, bacteria
V1000630	M00335	Sec (secretion) system
V1886416	M00002	Glycolysis, core module involving three-carbon compounds
V1033925	M00164	ATP synthase
V1000021	M00179	Ribosome, archaea
V1000641	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1143984	M00346	Formaldehyde assimilation, serine pathway
V1552772	M00002	Glycolysis, core module involving three-carbon compounds
V1392006	M00178	Ribosome, bacteria
V1000001	M00179	Ribosome, archaea
V1391945	M00276	PTS system, mannose-specific II component
V1000519	M00268	PTS system, alpha-glucoside-specific II component
V1889488	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1553618	M00335	Sec (secretion) system
V1000023	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1000836	M00178	Ribosome, bacteria
V1036606	M00164	ATP synthase
V1035061	M00029	Urea cycle
V1078022	M00179	Ribosome, archaea
V1000171	M00239	Peptides/nickel transport system
V1033902	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1481366	M00178	Ribosome, bacteria
V1144304	M00179	Ribosome, archaea
V1000842	M00164	ATP synthase
V1297375	M00179	Ribosome, archaea
V1000106	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1580898	M00179	Ribosome, archaea
V1000009	M00179	Ribosome, archaea
V1000057	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1381099	M00164	ATP synthase
V1879918	M00179	Ribosome, archaea
V1852084	M00179	Ribosome, archaea
V1000326	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1364877	M00164	ATP synthase
V1482595	M00178	Ribosome, bacteria
V1851978	M00207	Putative multiple sugar transport system
V1001475	M00248	Antibiotic transport system
V1000563	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1364188	M00164	ATP synthase
V1000008	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1000533	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1000144	M00179	Ribosome, archaea
V1852140	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000012	M00179	Ribosome, archaea
V1852094	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1886605	M00197	Putative fructooligosaccharide transport system
V1000300	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1033803	M00164	ATP synthase
V1852083	M00179	Ribosome, archaea
V1879847	M00197	Putative fructooligosaccharide transport system
V1064534	M00183	RNA polymerase, bacteria
V1000013	M00179	Ribosome, archaea
V1000502	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1491723	M00029	Urea cycle
V1006021	M00179	Ribosome, archaea
V1464441	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000642	M00346	Formaldehyde assimilation, serine pathway
V1552729	M00179	Ribosome, archaea
V1340164	M00164	ATP synthase
V1392504	M00179	Ribosome, archaea
V1000172	M00239	Peptides/nickel transport system
V1000882	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1381895	M00207	Putative multiple sugar transport system
V1592800	M00179	Ribosome, archaea
V1000525	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1000168	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000011	M00179	Ribosome, archaea
V1573648	M00178	Ribosome, bacteria
V1143377	M00273	PTS system, fructose-specific II component
V1595063	M00207	Putative multiple sugar transport system
V1340709	M00346	Formaldehyde assimilation, serine pathway
V1382281	M00178	Ribosome, bacteria
V1360328	M00178	Ribosome, bacteria
V1607575	M00260	DNA polymerase III complex, bacteria
V1043585	M00179	Ribosome, archaea
V1000152	M00335	Sec (secretion) system
V1000076	M00178	Ribosome, bacteria
V1886619	M00260	DNA polymerase III complex, bacteria
V1033789	M00303	PTS system, N-acetylmuramic acid-specific II component
V1033302	M00335	Sec (secretion) system
V1482551	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1000140	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1001468	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1420559	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1886466	M00179	Ribosome, archaea
V1594229	M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
V1339706	M00276	PTS system, mannose-specific II component
V1074742	M00179	Ribosome, archaea
V1000594	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1000162	M00126	Tetrahydrofolate biosynthesis, GTP => THF
V1879848	M00197	Putative fructooligosaccharide transport system
V1164541	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
